filename,full_path,fault_cause,folder_name,upt,year,month,equipment_type
PCS900_RCD_01331_20240131_154628_272.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\01. JANUARI\10. RECLOSE JTGEDE-RCEKEK 2 (31 JAN 2024)_PETIR\GI JATIGEDE\PCS900_RCD_01331_20240131_154628_272.CFG,PETIR,10. RECLOSE JTGEDE-RCEKEK 2 (31 JAN 2024)_PETIR,UPT CIREBON,2024,01. JANUARI,TRANSMISSION_LINE
20240131_153214_721_r088(1).cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\01. JANUARI\11. RECLOSE PRKAN-SMDG 2 (31 JAN 2024)_PETIR\GI SUMEDANG\PRKAN 2\20240131_153214_721_r088(1).cfg,PETIR,11. RECLOSE PRKAN-SMDG 2 (31 JAN 2024)_PETIR,UPT CIREBON,2024,01. JANUARI,TRANSMISSION_LINE
20240131_153214_721_r088.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\01. JANUARI\11. RECLOSE PRKAN-SMDG 2 (31 JAN 2024)_PETIR\GI SUMEDANG\PRKAN 2\20240131_153214_721_r088.cfg,PETIR,11. RECLOSE PRKAN-SMDG 2 (31 JAN 2024)_PETIR,UPT CIREBON,2024,01. JANUARI,TRANSMISSION_LINE
20240131_153214_721_r088(1).cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\01. JANUARI\11. RECLOSE PRKAN-SMDG 2 (31 JAN 2024)_PETIR\GI SUMEDANG\PRKAN 2\20240131_153214_721_r088(1).cfg,PETIR,11. RECLOSE PRKAN-SMDG 2 (31 JAN 2024)_PETIR,UPT CIREBON,2024,01. JANUARI,TRANSMISSION_LINE
20240131_153214_721_r088.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\01. JANUARI\11. RECLOSE PRKAN-SMDG 2 (31 JAN 2024)_PETIR\GI SUMEDANG\PRKAN 2\20240131_153214_721_r088.cfg,PETIR,11. RECLOSE PRKAN-SMDG 2 (31 JAN 2024)_PETIR,UPT CIREBON,2024,01. JANUARI,TRANSMISSION_LINE
PCS900_RCD_01332_20240202_135147_479.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\03. RECLOSE JTGEDE-RCEKEK 2 (2 FEB 2024)_PETIR\REKAMAN DFR\PHT 2\PCS900_RCD_01332_20240202_135147_479.CFG,PETIR,03. RECLOSE JTGEDE-RCEKEK 2 (2 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
PCS900_RCD_01332_20240202_135147_479.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\03. RECLOSE JTGEDE-RCEKEK 2 (2 FEB 2024)_PETIR\REKAMAN DFR\PHT 2\PCS900_RCD_01332_20240202_135147_479.CFG,PETIR,03. RECLOSE JTGEDE-RCEKEK 2 (2 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
Saturday 03 February 2024 17.48.03.000.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\04. RECLOSE SRAGI-ARJWN 2 (3 FEB 2024)_PETIR\REKAMAN DFR\GI SUNYARAGI\Saturday 03 February 2024 17.48.03.000.CFG,PETIR,04. RECLOSE SRAGI-ARJWN 2 (3 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
Saturday 03 February 2024 17.48.03.000.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\04. RECLOSE SRAGI-ARJWN 2 (3 FEB 2024)_PETIR\REKAMAN DFR\GI SUNYARAGI\Saturday 03 February 2024 17.48.03.000.CFG,PETIR,04. RECLOSE SRAGI-ARJWN 2 (3 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
OCR CEP 2.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\07. RECLOSE KNCI-BREBES 1 (11 FEB 2024)_PETIR\REKAMAN DFR\GI KANCI\OCR CEP 2.CFG,PETIR,07. RECLOSE KNCI-BREBES 1 (11 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
OCR CEP 2.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\07. RECLOSE KNCI-BREBES 1 (11 FEB 2024)_PETIR\REKAMAN DFR\GI KANCI\OCR CEP 2.CFG,PETIR,07. RECLOSE KNCI-BREBES 1 (11 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
D50_RCD_01016_20240217_142420_372.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\08. RECLOSE JTGEDE-RCEKEK 2 (17 FEB 2024)_PETIR\REKAMAN DFR\GI JATIGEDE\D50_RCD_01016_20240217_142420_372.cfg,PETIR,08. RECLOSE JTGEDE-RCEKEK 2 (17 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
20240217_142408_276_r104.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\08. RECLOSE JTGEDE-RCEKEK 2 (17 FEB 2024)_PETIR\REKAMAN DFR\GI RANCAEKEK\20240217_142408_276_r104.cfg,PETIR,08. RECLOSE JTGEDE-RCEKEK 2 (17 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
rckek 2 (dfr internal).CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\08. RECLOSE JTGEDE-RCEKEK 2 (17 FEB 2024)_PETIR\REKAMAN DFR\GI JATIGEDE\DFR INTERNAL BAY RANCAKEK 2\rckek 2 (dfr internal).CFG,PETIR,08. RECLOSE JTGEDE-RCEKEK 2 (17 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
D50_RCD_01016_20240217_142420_372.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\08. RECLOSE JTGEDE-RCEKEK 2 (17 FEB 2024)_PETIR\REKAMAN DFR\GI JATIGEDE\D50_RCD_01016_20240217_142420_372.cfg,PETIR,08. RECLOSE JTGEDE-RCEKEK 2 (17 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
20240217_142408_276_r104.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\08. RECLOSE JTGEDE-RCEKEK 2 (17 FEB 2024)_PETIR\REKAMAN DFR\GI RANCAEKEK\20240217_142408_276_r104.cfg,PETIR,08. RECLOSE JTGEDE-RCEKEK 2 (17 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
rckek 2 (dfr internal).CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\08. RECLOSE JTGEDE-RCEKEK 2 (17 FEB 2024)_PETIR\REKAMAN DFR\GI JATIGEDE\DFR INTERNAL BAY RANCAKEK 2\rckek 2 (dfr internal).CFG,PETIR,08. RECLOSE JTGEDE-RCEKEK 2 (17 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
"240220,073645468,+7h0,GITET TASIK,DEPOK1-DEPOK2,Qualitrol LLC.cfg","C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\09 - RECLOSE SUKSES SUTET 500KV TASIKMALAYA-DEPOK (20 FEB 2024)_PETIR\DFR EKSTERNAL\240220,073645468,+7h0,GITET TASIK,DEPOK1-DEPOK2,Qualitrol LLC.cfg",PETIR,09 - RECLOSE SUKSES SUTET 500KV TASIKMALAYA-DEPOK (20 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
371_202202473645559_FRA00371.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\09 - RECLOSE SUKSES SUTET 500KV TASIKMALAYA-DEPOK (20 FEB 2024)_PETIR\RELAY LINE DIFF\RELE MAIN B\371_202202473645559_FRA00371.CFG,PETIR,09 - RECLOSE SUKSES SUTET 500KV TASIKMALAYA-DEPOK (20 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
"240220,073645468,+7h0,GITET TASIK,DEPOK1-DEPOK2,Qualitrol LLC.cfg","C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\09 - RECLOSE SUKSES SUTET 500KV TASIKMALAYA-DEPOK (20 FEB 2024)_PETIR\DFR EKSTERNAL\240220,073645468,+7h0,GITET TASIK,DEPOK1-DEPOK2,Qualitrol LLC.cfg",PETIR,09 - RECLOSE SUKSES SUTET 500KV TASIKMALAYA-DEPOK (20 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
371_202202473645559_FRA00371.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\09 - RECLOSE SUKSES SUTET 500KV TASIKMALAYA-DEPOK (20 FEB 2024)_PETIR\RELAY LINE DIFF\RELE MAIN B\371_202202473645559_FRA00371.CFG,PETIR,09 - RECLOSE SUKSES SUTET 500KV TASIKMALAYA-DEPOK (20 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
Tuesday 20 February 2024 11.50.19.000.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\10 - RECLOSE SUKSES SUTT 70KV SUMADRA-SANTOSA (20 FEB 2024)_PETIR\RELAY DISTANCE\Tuesday 20 February 2024 11.50.19.000.CFG,PETIR,10 - RECLOSE SUKSES SUTT 70KV SUMADRA-SANTOSA (20 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
Tuesday 20 February 2024 13.25.38.000.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\10 - RECLOSE SUKSES SUTT 70KV SUMADRA-SANTOSA (20 FEB 2024)_PETIR\RELAY DISTANCE\GI SANTOSA BAY SUMADRA\DR\Tuesday 20 February 2024 13.25.38.000.CFG,PETIR,10 - RECLOSE SUKSES SUTT 70KV SUMADRA-SANTOSA (20 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
Tuesday 20 February 2024 11.50.19.000.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\10 - RECLOSE SUKSES SUTT 70KV SUMADRA-SANTOSA (20 FEB 2024)_PETIR\RELAY DISTANCE\Tuesday 20 February 2024 11.50.19.000.CFG,PETIR,10 - RECLOSE SUKSES SUTT 70KV SUMADRA-SANTOSA (20 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
Tuesday 20 February 2024 13.25.38.000.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\10 - RECLOSE SUKSES SUTT 70KV SUMADRA-SANTOSA (20 FEB 2024)_PETIR\RELAY DISTANCE\GI SANTOSA BAY SUMADRA\DR\Tuesday 20 February 2024 13.25.38.000.CFG,PETIR,10 - RECLOSE SUKSES SUTT 70KV SUMADRA-SANTOSA (20 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
20240224_213729_049_r106.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\12. TRIP JTGEDE-RCEKEK 2 (24 FEB 2024)_PETIR\locus Z\20240224_213729_049_r106.cfg,PETIR,12. TRIP JTGEDE-RCEKEK 2 (24 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
20240224_213729_049_r106.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\12. TRIP JTGEDE-RCEKEK 2 (24 FEB 2024)_PETIR\locus Z\20240224_213729_049_r106.cfg,PETIR,12. TRIP JTGEDE-RCEKEK 2 (24 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
DFR Eksternal Bay Banjar 1.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\15. RECLOSE BANJAR - PANGANDARAN 1 (24 FEB 2024)_PETIR\DFR Eksternal Bay Banjar 1\DFR Eksternal Bay Banjar 1.cfg,PETIR,15. RECLOSE BANJAR - PANGANDARAN 1 (24 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
DFR Eksternal Pangandaran 1.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\15. RECLOSE BANJAR - PANGANDARAN 1 (24 FEB 2024)_PETIR\DFR Eksternal Bay Pangandaran 1\DFR Eksternal Pangandaran 1.cfg,PETIR,15. RECLOSE BANJAR - PANGANDARAN 1 (24 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
Saturday 24 February 2024 16.46.44.000.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\15. RECLOSE BANJAR - PANGANDARAN 1 (24 FEB 2024)_PETIR\DFR Internal Bay Pangandaran 1\RECLOSE PDRN 1 240223\Saturday 24 February 2024 16.46.44.000.CFG,PETIR,15. RECLOSE BANJAR - PANGANDARAN 1 (24 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
DFR Eksternal Bay Banjar 1.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\15. RECLOSE BANJAR - PANGANDARAN 1 (24 FEB 2024)_PETIR\DFR Eksternal Bay Banjar 1\DFR Eksternal Bay Banjar 1.cfg,PETIR,15. RECLOSE BANJAR - PANGANDARAN 1 (24 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
DFR Eksternal Pangandaran 1.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\15. RECLOSE BANJAR - PANGANDARAN 1 (24 FEB 2024)_PETIR\DFR Eksternal Bay Pangandaran 1\DFR Eksternal Pangandaran 1.cfg,PETIR,15. RECLOSE BANJAR - PANGANDARAN 1 (24 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
Saturday 24 February 2024 16.46.44.000.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\15. RECLOSE BANJAR - PANGANDARAN 1 (24 FEB 2024)_PETIR\DFR Internal Bay Pangandaran 1\RECLOSE PDRN 1 240223\Saturday 24 February 2024 16.46.44.000.CFG,PETIR,15. RECLOSE BANJAR - PANGANDARAN 1 (24 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
Thursday 29 February 2024 15.07.20.000.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\16. RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #1-2 (29 FEB 2024)_PETIR\RELAY DISTANCE\GI PMPEK BAY SMDRA 1\Thursday 29 February 2024 15.07.20.000.CFG,PETIR,16. RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #1-2 (29 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
Thursday 29 February 2024 14.07.21.000.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\16. RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #1-2 (29 FEB 2024)_PETIR\RELAY DISTANCE\GI SMDRA BAY PMPEK 1\Thursday 29 February 2024 14.07.21.000.CFG,PETIR,16. RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #1-2 (29 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
Thursday 29 February 2024 14.26.34.001.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\16. RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #1-2 (29 FEB 2024)_PETIR\RELAY DISTANCE\GI SMDRA BAY PMPEK 2\Thursday 29 February 2024 14.26.34.001.CFG,PETIR,16. RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #1-2 (29 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
Thursday 29 February 2024 15.07.20.000.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\16. RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #1-2 (29 FEB 2024)_PETIR\RELAY DISTANCE\GI PMPEK BAY SMDRA 1\Thursday 29 February 2024 15.07.20.000.CFG,PETIR,16. RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #1-2 (29 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
Thursday 29 February 2024 14.07.21.000.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\16. RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #1-2 (29 FEB 2024)_PETIR\RELAY DISTANCE\GI SMDRA BAY PMPEK 1\Thursday 29 February 2024 14.07.21.000.CFG,PETIR,16. RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #1-2 (29 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
Thursday 29 February 2024 14.26.34.001.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\02. FEBRUARI\16. RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #1-2 (29 FEB 2024)_PETIR\RELAY DISTANCE\GI SMDRA BAY PMPEK 2\Thursday 29 February 2024 14.26.34.001.CFG,PETIR,16. RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #1-2 (29 FEB 2024)_PETIR,UPT CIREBON,2024,02. FEBRUARI,TRANSMISSION_LINE
ZQ1E.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\03. MARET\01 - RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #2 (07 MARET 2024)_PETIR\DFR EKSTERNAL\ZQ1E.cfg,PETIR,01 - RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #2 (07 MARET 2024)_PETIR,UPT CIREBON,2024,03. MARET,TRANSMISSION_LINE
Thursday 07 March 2024 12.41.09.000.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\03. MARET\01 - RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #2 (07 MARET 2024)_PETIR\RELAY DISTANCE\GI SUMADRA BAY PMPEK #2\Thursday 07 March 2024 12.41.09.000.CFG,PETIR,01 - RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #2 (07 MARET 2024)_PETIR,UPT CIREBON,2024,03. MARET,TRANSMISSION_LINE
ZQ1E.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\03. MARET\01 - RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #2 (07 MARET 2024)_PETIR\DFR EKSTERNAL\ZQ1E.cfg,PETIR,01 - RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #2 (07 MARET 2024)_PETIR,UPT CIREBON,2024,03. MARET,TRANSMISSION_LINE
Thursday 07 March 2024 12.41.09.000.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\03. MARET\01 - RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #2 (07 MARET 2024)_PETIR\RELAY DISTANCE\GI SUMADRA BAY PMPEK #2\Thursday 07 March 2024 12.41.09.000.CFG,PETIR,01 - RECLOSE SUKSES SUTT 70 KV SUMADRA-PAMEUNGPEUK #2 (07 MARET 2024)_PETIR,UPT CIREBON,2024,03. MARET,TRANSMISSION_LINE
20240406_133827_729_r178.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\04. APRIL\06042024_GI KADIPATEN_BAY ARJAWIANGUN #1-2_PETIR\REKAMAN DFR\GI ARJAWINANGUN\PHT 1\KDPTN-1\20240406_133827_729_r178.cfg,PETIR,06042024_GI KADIPATEN_BAY ARJAWIANGUN #1-2_PETIR,UPT CIREBON,2024,04. APRIL,TRANSMISSION_LINE
20240406_133827_729_r178.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\04. APRIL\06042024_GI KADIPATEN_BAY ARJAWIANGUN #1-2_PETIR\REKAMAN DFR\GI ARJAWINANGUN\PHT 1\KDPTN-1\20240406_133827_729_r178.cfg,PETIR,06042024_GI KADIPATEN_BAY ARJAWIANGUN #1-2_PETIR,UPT CIREBON,2024,04. APRIL,TRANSMISSION_LINE
20240408_191051_385_r114.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\04. APRIL\08042024_GI SUNYARAGI_BAY KUNINGAN#1_PETIR\REKAMAN DFR\GI KUNINGAN\SRAGI-1 GI Kuningan\20240408_191051_385_r114.cfg,PETIR,08042024_GI SUNYARAGI_BAY KUNINGAN#1_PETIR,UPT CIREBON,2024,04. APRIL,TRANSMISSION_LINE
20240408_191051_385_r114.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\04. APRIL\08042024_GI SUNYARAGI_BAY KUNINGAN#1_PETIR\REKAMAN DFR\GI KUNINGAN\SRAGI-1 GI Kuningan\20240408_191051_385_r114.cfg,PETIR,08042024_GI SUNYARAGI_BAY KUNINGAN#1_PETIR,UPT CIREBON,2024,04. APRIL,TRANSMISSION_LINE
ZQ20.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\04. APRIL\25042024_GI SUMADRA_BAY PAMEUNGPEUK #1_PETIR\DFR EKSTERNAL\GI PAMEUNGPEUK\ZQ20.cfg,PETIR,25042024_GI SUMADRA_BAY PAMEUNGPEUK #1_PETIR,UPT CIREBON,2024,04. APRIL,TRANSMISSION_LINE
ZQ1F.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\04. APRIL\25042024_GI SUMADRA_BAY PAMEUNGPEUK #1_PETIR\DFR EKSTERNAL\GI SUMADRA\ZQ1F.cfg,PETIR,25042024_GI SUMADRA_BAY PAMEUNGPEUK #1_PETIR,UPT CIREBON,2024,04. APRIL,TRANSMISSION_LINE
ZQ20.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\04. APRIL\25042024_GI SUMADRA_BAY PAMEUNGPEUK #1_PETIR\DFR EKSTERNAL\GI PAMEUNGPEUK\ZQ20.cfg,PETIR,25042024_GI SUMADRA_BAY PAMEUNGPEUK #1_PETIR,UPT CIREBON,2024,04. APRIL,TRANSMISSION_LINE
ZQ1F.cfg,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2024\04. APRIL\25042024_GI SUMADRA_BAY PAMEUNGPEUK #1_PETIR\DFR EKSTERNAL\GI SUMADRA\ZQ1F.cfg,PETIR,25042024_GI SUMADRA_BAY PAMEUNGPEUK #1_PETIR,UPT CIREBON,2024,04. APRIL,TRANSMISSION_LINE
Tuesday 07 January 2025 12.39.23.002.CFG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\DFR GANGGUAN UPT\UPT CIREBON\2025\01.JANUARI\01. RECLOSE TASIKMALAYA - MALANGBONG 2 (7 JAN 2025)_PETIR\Distance Tasikmalaya 2\Tuesday 07 January 2025 12.39.23.002.CFG,PETIR,01. RECLOSE TASIKMALAYA - MALANGBONG 2 (7 JAN 2025)_PETIR,UPT CIREBON,2025,01.JANUARI,TRANSMISSION_LINE
